date,freight_class,destination_port,current_rate_y0,forecast_30d_yhat,forecast_trend_delta,uncertainty_sigma_30d,trend_sigma_ratio,indicative_cost_risk_score,feasible_vessel_classes,recommendation,recommended_vessel_class,audit_rationale,realized_30d_rate_y30,realized_30d_return_pct,decision_success_evaluation
2026-07-02,supramax,Paradip,21033.0,22203.89,1170.89,2025.41,0.58,52.7,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (0.58 σ). Maintain flexible chartering timing with floating index-linked terms.,19702.0,-6.33,NEUTRAL (Index-linked contract adjusted with -6.33% market move)
2026-07-03,supramax,Paradip,21110.0,20686.8,-423.2,2025.41,-0.21,46.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.21 σ). Maintain flexible chartering timing with floating index-linked terms.,19801.0,-6.2,NEUTRAL (Index-linked contract adjusted with -6.20% market move)
2026-07-06,supramax,Paradip,21089.0,20360.4,-728.6,2025.41,-0.36,45.7,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.36 σ). Maintain flexible chartering timing with floating index-linked terms.,19799.0,-6.12,NEUTRAL (Index-linked contract adjusted with -6.12% market move)
2026-07-07,supramax,Paradip,21124.0,20400.88,-723.12,2025.41,-0.36,45.7,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.36 σ). Maintain flexible chartering timing with floating index-linked terms.,19869.0,-5.94,NEUTRAL (Index-linked contract adjusted with -5.94% market move)
2026-07-08,supramax,Paradip,21112.0,20126.81,-985.19,2025.41,-0.49,44.7,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.49 σ). Maintain flexible chartering timing with floating index-linked terms.,19969.0,-5.41,NEUTRAL (Index-linked contract adjusted with -5.41% market move)
2026-07-09,supramax,Paradip,21109.0,19831.16,-1277.84,2025.41,-0.63,43.6,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.63 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,20190.0,-4.35,SUCCESS (WAIT captured -4.35% price drop)
2026-07-10,supramax,Paradip,21192.0,20053.59,-1138.41,2025.41,-0.56,44.1,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.56 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,20161.0,-4.87,SUCCESS (WAIT captured -4.87% price drop)
2026-07-13,supramax,Paradip,21130.0,19968.51,-1161.49,2025.41,-0.57,44.0,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.57 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,20247.0,-4.18,SUCCESS (WAIT captured -4.18% price drop)
2026-07-14,supramax,Paradip,21312.0,20181.06,-1130.94,2025.41,-0.56,44.2,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.56 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,20317.0,-4.67,SUCCESS (WAIT captured -4.67% price drop)
2026-07-15,supramax,Paradip,21378.0,20241.61,-1136.39,2025.41,-0.56,44.1,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.56 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,20584.0,-3.71,SUCCESS (WAIT captured -3.71% price drop)
2026-07-16,supramax,Paradip,21501.0,19940.86,-1560.14,2025.41,-0.77,42.6,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.77 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,20782.0,-3.34,SUCCESS (WAIT captured -3.34% price drop)
2026-07-20,supramax,Paradip,21628.0,19835.9,-1792.1,2025.41,-0.88,41.7,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.88 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,20849.0,-3.6,SUCCESS (WAIT captured -3.60% price drop)
2026-07-21,supramax,Paradip,21467.0,19826.27,-1640.73,2025.41,-0.81,42.3,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.81 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,20895.0,-2.66,SUCCESS (WAIT captured -2.66% price drop)
2026-07-22,supramax,Paradip,21349.0,20379.95,-969.05,2025.41,-0.48,44.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.48 σ). Maintain flexible chartering timing with floating index-linked terms.,21013.0,-1.57,NEUTRAL (Index-linked contract adjusted with -1.57% market move)
2026-07-23,supramax,Paradip,21120.0,20542.37,-577.63,2025.41,-0.29,46.2,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.29 σ). Maintain flexible chartering timing with floating index-linked terms.,21218.0,0.46,NEUTRAL (Index-linked contract adjusted with +0.46% market move)
