date,freight_class,destination_port,current_rate_y0,forecast_30d_yhat,forecast_trend_delta,uncertainty_sigma_30d,trend_sigma_ratio,indicative_cost_risk_score,feasible_vessel_classes,recommendation,recommended_vessel_class,audit_rationale,realized_30d_rate_y30,realized_30d_return_pct,decision_success_evaluation
2025-05-29,supramax,Paradip,11434.0,12146.21,712.21,2025.41,0.35,51.0,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.7% of price level). Utilize index-linked contract with floating rate option.,14766.0,29.14,NEUTRAL (Index-linked contract adjusted with +29.14% market move)
2025-05-30,supramax,Paradip,11393.0,12033.42,640.42,2025.41,0.32,50.7,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.8% of price level). Utilize index-linked contract with floating rate option.,15008.0,31.73,NEUTRAL (Index-linked contract adjusted with +31.73% market move)
2025-06-02,supramax,Paradip,11309.0,12504.46,1195.46,2025.41,0.59,52.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.9% of price level). Utilize index-linked contract with floating rate option.,15172.0,34.16,NEUTRAL (Index-linked contract adjusted with +34.16% market move)
2025-06-04,supramax,Paradip,11209.0,12116.31,907.31,2025.41,0.45,51.7,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.1% of price level). Utilize index-linked contract with floating rate option.,15651.0,39.63,NEUTRAL (Index-linked contract adjusted with +39.63% market move)
2025-06-05,supramax,Paradip,11218.0,12186.44,968.44,2025.41,0.48,51.9,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.1% of price level). Utilize index-linked contract with floating rate option.,15933.0,42.03,NEUTRAL (Index-linked contract adjusted with +42.03% market move)
2025-06-09,supramax,Paradip,11179.0,12362.46,1183.46,2025.41,0.58,52.7,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.1% of price level). Utilize index-linked contract with floating rate option.,15997.0,43.1,NEUTRAL (Index-linked contract adjusted with +43.10% market move)
2025-06-10,supramax,Paradip,11158.0,12094.14,936.14,2025.41,0.46,51.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.2% of price level). Utilize index-linked contract with floating rate option.,15942.0,42.88,NEUTRAL (Index-linked contract adjusted with +42.88% market move)
2025-06-11,supramax,Paradip,11143.0,12367.96,1224.96,2025.41,0.6,52.9,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.2% of price level). Utilize index-linked contract with floating rate option.,15789.0,41.69,NEUTRAL (Index-linked contract adjusted with +41.69% market move)
2025-06-12,supramax,Paradip,11184.0,12561.44,1377.44,2025.41,0.68,53.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (18.1% of price level). Utilize index-linked contract with floating rate option.,15578.0,39.29,NEUTRAL (Index-linked contract adjusted with +39.29% market move)
2025-06-13,supramax,Paradip,11335.0,12671.53,1336.53,2025.41,0.66,53.3,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.9% of price level). Utilize index-linked contract with floating rate option.,15482.0,36.59,NEUTRAL (Index-linked contract adjusted with +36.59% market move)
2025-06-16,supramax,Paradip,11621.0,13081.05,1460.05,2025.41,0.72,53.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.4% of price level). Utilize index-linked contract with floating rate option.,15444.0,32.9,NEUTRAL (Index-linked contract adjusted with +32.90% market move)
2025-06-17,supramax,Paradip,11757.0,13009.52,1252.52,2025.41,0.62,53.0,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (17.2% of price level). Utilize index-linked contract with floating rate option.,15356.0,30.61,NEUTRAL (Index-linked contract adjusted with +30.61% market move)
2025-06-18,supramax,Paradip,11784.0,13357.21,1573.21,2025.41,0.78,54.2,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.78 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",15235.0,29.29,SUCCESS (BUY NOW avoided +29.29% price rise)
2025-06-19,supramax,Paradip,11995.0,13655.96,1660.96,2025.41,0.82,54.5,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+0.82 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",15133.0,26.16,SUCCESS (BUY NOW avoided +26.16% price rise)
2025-06-20,supramax,Paradip,12118.0,13499.89,1381.89,2025.41,0.68,53.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.7% of price level). Utilize index-linked contract with floating rate option.,15062.0,24.29,NEUTRAL (Index-linked contract adjusted with +24.29% market move)
2025-06-23,supramax,Paradip,12277.0,13294.21,1017.21,2025.41,0.5,52.1,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.5% of price level). Utilize index-linked contract with floating rate option.,15021.0,22.35,NEUTRAL (Index-linked contract adjusted with +22.35% market move)
2025-06-24,supramax,Paradip,12356.0,13190.1,834.1,2025.41,0.41,51.4,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.4% of price level). Utilize index-linked contract with floating rate option.,15018.0,21.54,NEUTRAL (Index-linked contract adjusted with +21.54% market move)
2025-06-25,supramax,Paradip,12396.0,13188.52,792.52,2025.41,0.39,51.3,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.3% of price level). Utilize index-linked contract with floating rate option.,15233.0,22.89,NEUTRAL (Index-linked contract adjusted with +22.89% market move)
2025-06-26,supramax,Paradip,12543.0,13413.16,870.16,2025.41,0.43,51.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.1% of price level). Utilize index-linked contract with floating rate option.,15614.0,24.48,NEUTRAL (Index-linked contract adjusted with +24.48% market move)
2025-06-27,supramax,Paradip,12648.0,13556.37,908.37,2025.41,0.45,51.7,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (16.0% of price level). Utilize index-linked contract with floating rate option.,15741.0,24.45,NEUTRAL (Index-linked contract adjusted with +24.45% market move)
2025-06-30,supramax,Paradip,12701.0,13496.66,795.66,2025.41,0.39,51.3,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (15.9% of price level). Utilize index-linked contract with floating rate option.,15829.0,24.63,NEUTRAL (Index-linked contract adjusted with +24.63% market move)
2025-07-01,supramax,Paradip,12879.0,13857.31,978.31,2025.41,0.48,52.0,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (15.7% of price level). Utilize index-linked contract with floating rate option.,16129.0,25.23,NEUTRAL (Index-linked contract adjusted with +25.23% market move)
2025-07-02,supramax,Paradip,12986.0,13934.93,948.93,2025.41,0.47,51.9,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (15.6% of price level). Utilize index-linked contract with floating rate option.,16342.0,25.84,NEUTRAL (Index-linked contract adjusted with +25.84% market move)
2025-07-03,supramax,Paradip,13132.0,14070.52,938.52,2025.41,0.46,51.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (15.4% of price level). Utilize index-linked contract with floating rate option.,16528.0,25.86,NEUTRAL (Index-linked contract adjusted with +25.86% market move)
2025-07-04,supramax,Paradip,13224.0,14365.86,1141.86,2025.41,0.56,52.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (15.3% of price level). Utilize index-linked contract with floating rate option.,16615.0,25.64,NEUTRAL (Index-linked contract adjusted with +25.64% market move)
2025-07-07,supramax,Paradip,13333.0,14443.34,1110.34,2025.41,0.55,52.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,High forecast uncertainty (15.2% of price level). Utilize index-linked contract with floating rate option.,16784.0,25.88,NEUTRAL (Index-linked contract adjusted with +25.88% market move)
2025-07-08,supramax,Paradip,13792.0,14656.67,864.67,2025.41,0.43,51.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (0.43 σ). Maintain flexible chartering timing with floating index-linked terms.,17110.0,24.06,NEUTRAL (Index-linked contract adjusted with +24.06% market move)
2025-07-09,supramax,Paradip,14063.0,14675.08,612.08,2025.41,0.3,50.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (0.30 σ). Maintain flexible chartering timing with floating index-linked terms.,17371.0,23.52,NEUTRAL (Index-linked contract adjusted with +23.52% market move)
2025-07-10,supramax,Paradip,14290.0,14650.11,360.11,2025.41,0.18,49.7,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (0.18 σ). Maintain flexible chartering timing with floating index-linked terms.,17661.0,23.59,NEUTRAL (Index-linked contract adjusted with +23.59% market move)
2025-07-11,supramax,Paradip,14496.0,14757.73,261.73,2025.41,0.13,49.3,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (0.13 σ). Maintain flexible chartering timing with floating index-linked terms.,17621.0,21.56,NEUTRAL (Index-linked contract adjusted with +21.56% market move)
2025-07-14,supramax,Paradip,14766.0,14781.31,15.31,2025.41,0.01,48.4,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (0.01 σ). Maintain flexible chartering timing with floating index-linked terms.,17628.0,19.38,NEUTRAL (Index-linked contract adjusted with +19.38% market move)
2025-07-15,supramax,Paradip,15008.0,14775.34,-232.66,2025.41,-0.11,47.5,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.11 σ). Maintain flexible chartering timing with floating index-linked terms.,17988.0,19.86,NEUTRAL (Index-linked contract adjusted with +19.86% market move)
2025-07-16,supramax,Paradip,15172.0,14918.96,-253.04,2025.41,-0.12,47.4,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.12 σ). Maintain flexible chartering timing with floating index-linked terms.,18008.0,18.69,NEUTRAL (Index-linked contract adjusted with +18.69% market move)
2025-07-17,supramax,Paradip,15651.0,14700.33,-950.67,2025.41,-0.47,44.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.47 σ). Maintain flexible chartering timing with floating index-linked terms.,18139.0,15.9,NEUTRAL (Index-linked contract adjusted with +15.90% market move)
2025-07-18,supramax,Paradip,15933.0,14625.01,-1307.99,2025.41,-0.65,43.5,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.65 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17862.0,12.11,SUBOPTIMAL (Market moved +12.11%)
2025-07-21,supramax,Paradip,15997.0,14592.02,-1404.98,2025.41,-0.69,43.1,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.69 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17829.0,11.45,SUBOPTIMAL (Market moved +11.45%)
2025-07-22,supramax,Paradip,15942.0,14516.45,-1425.55,2025.41,-0.7,43.1,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.70 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17510.0,9.84,SUBOPTIMAL (Market moved +9.84%)
2025-07-23,supramax,Paradip,15789.0,14548.45,-1240.55,2025.41,-0.61,43.8,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.61 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17348.0,9.87,SUBOPTIMAL (Market moved +9.87%)
2025-07-24,supramax,Paradip,15578.0,14943.39,-634.61,2025.41,-0.31,46.0,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.31 σ). Maintain flexible chartering timing with floating index-linked terms.,17524.0,12.49,NEUTRAL (Index-linked contract adjusted with +12.49% market move)
2025-07-25,supramax,Paradip,15482.0,14735.43,-746.57,2025.41,-0.37,45.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.37 σ). Maintain flexible chartering timing with floating index-linked terms.,17698.0,14.31,NEUTRAL (Index-linked contract adjusted with +14.31% market move)
2025-07-28,supramax,Paradip,15444.0,14502.63,-941.37,2025.41,-0.46,44.9,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.46 σ). Maintain flexible chartering timing with floating index-linked terms.,17789.0,15.18,NEUTRAL (Index-linked contract adjusted with +15.18% market move)
2025-07-29,supramax,Paradip,15356.0,14497.66,-858.34,2025.41,-0.42,45.2,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.42 σ). Maintain flexible chartering timing with floating index-linked terms.,17855.0,16.27,NEUTRAL (Index-linked contract adjusted with +16.27% market move)
2025-07-30,supramax,Paradip,15235.0,14234.12,-1000.88,2025.41,-0.49,44.6,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.49 σ). Maintain flexible chartering timing with floating index-linked terms.,17908.0,17.55,NEUTRAL (Index-linked contract adjusted with +17.55% market move)
2025-07-31,supramax,Paradip,15133.0,14269.3,-863.7,2025.41,-0.43,45.2,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.43 σ). Maintain flexible chartering timing with floating index-linked terms.,18046.0,19.25,NEUTRAL (Index-linked contract adjusted with +19.25% market move)
2025-08-01,supramax,Paradip,15062.0,17347.76,2285.76,2025.41,1.13,56.8,"SUPRA, PANA, CAPE",BUY NOW,SUPRA,"Strong upward forecast trend (+1.13 σ) combined with elevated risk signals (Port Risk: 83.4, Disruption Risk: 10.0). Lock fixed forward rate now to secure tonnage before expected rate surge.",18124.0,20.33,SUCCESS (BUY NOW avoided +20.33% price rise)
2025-08-04,supramax,Paradip,15021.0,14760.89,-260.11,2025.41,-0.13,47.4,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.13 σ). Maintain flexible chartering timing with floating index-linked terms.,18064.0,20.26,NEUTRAL (Index-linked contract adjusted with +20.26% market move)
2025-08-05,supramax,Paradip,15018.0,14863.25,-154.75,2025.41,-0.08,47.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.08 σ). Maintain flexible chartering timing with floating index-linked terms.,17957.0,19.57,NEUTRAL (Index-linked contract adjusted with +19.57% market move)
2025-08-06,supramax,Paradip,15233.0,14946.34,-286.66,2025.41,-0.14,47.3,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.14 σ). Maintain flexible chartering timing with floating index-linked terms.,17955.0,17.87,NEUTRAL (Index-linked contract adjusted with +17.87% market move)
2025-08-07,supramax,Paradip,15614.0,15201.24,-412.76,2025.41,-0.2,46.8,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.20 σ). Maintain flexible chartering timing with floating index-linked terms.,17946.0,14.94,NEUTRAL (Index-linked contract adjusted with +14.94% market move)
2025-08-08,supramax,Paradip,15741.0,14797.7,-943.3,2025.41,-0.47,44.9,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.47 σ). Maintain flexible chartering timing with floating index-linked terms.,17994.0,14.31,NEUTRAL (Index-linked contract adjusted with +14.31% market move)
2025-08-11,supramax,Paradip,15829.0,14897.15,-931.85,2025.41,-0.46,44.9,"SUPRA, PANA, CAPE",FLEXIBLE / INDEX-LINKED,SUPRA,Neutral rate trend (-0.46 σ). Maintain flexible chartering timing with floating index-linked terms.,17979.0,13.58,NEUTRAL (Index-linked contract adjusted with +13.58% market move)
2025-08-12,supramax,Paradip,16129.0,14781.05,-1347.95,2025.41,-0.67,43.4,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.67 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,18083.0,12.11,SUBOPTIMAL (Market moved +12.11%)
2025-08-13,supramax,Paradip,16342.0,14915.3,-1426.7,2025.41,-0.7,43.1,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.70 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,18130.0,10.94,SUBOPTIMAL (Market moved +10.94%)
2025-08-14,supramax,Paradip,16528.0,15226.54,-1301.46,2025.41,-0.64,43.5,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.64 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,18323.0,10.86,SUBOPTIMAL (Market moved +10.86%)
2025-08-18,supramax,Paradip,16615.0,15138.04,-1476.96,2025.41,-0.73,42.9,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.73 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,18311.0,10.21,SUBOPTIMAL (Market moved +10.21%)
2025-08-19,supramax,Paradip,16784.0,15009.33,-1774.67,2025.41,-0.88,41.8,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-0.88 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,18338.0,9.26,SUBOPTIMAL (Market moved +9.26%)
2025-08-20,supramax,Paradip,17110.0,15093.65,-2016.35,2025.41,-1.0,40.9,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.00 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,18335.0,7.16,SUBOPTIMAL (Market moved +7.16%)
2025-08-21,supramax,Paradip,17371.0,15142.72,-2228.28,2025.41,-1.1,40.1,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.10 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,18308.0,5.39,SUBOPTIMAL (Market moved +5.39%)
2025-08-22,supramax,Paradip,17661.0,15158.39,-2502.61,2025.41,-1.24,39.1,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.24 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17605.0,-0.32,SUCCESS (WAIT captured -0.32% price drop)
2025-08-25,supramax,Paradip,17621.0,14978.7,-2642.3,2025.41,-1.3,38.6,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.30 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17745.0,0.7,SUBOPTIMAL (Market moved +0.70%)
2025-08-26,supramax,Paradip,17628.0,14821.47,-2806.53,2025.41,-1.39,38.0,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.39 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17627.0,-0.01,SUCCESS (WAIT captured -0.01% price drop)
2025-08-27,supramax,Paradip,17988.0,15130.6,-2857.4,2025.41,-1.41,37.8,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.41 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17645.0,-1.91,SUCCESS (WAIT captured -1.91% price drop)
2025-08-28,supramax,Paradip,18008.0,15458.38,-2549.62,2025.41,-1.26,38.9,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.26 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17763.0,-1.36,SUCCESS (WAIT captured -1.36% price drop)
2025-08-29,supramax,Paradip,18139.0,15315.74,-2823.26,2025.41,-1.39,37.9,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.39 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17649.0,-2.7,SUCCESS (WAIT captured -2.70% price drop)
2025-09-01,supramax,Paradip,17862.0,15081.77,-2780.23,2025.41,-1.37,38.1,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.37 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17590.0,-1.52,SUCCESS (WAIT captured -1.52% price drop)
2025-09-02,supramax,Paradip,17829.0,15146.12,-2682.88,2025.41,-1.32,38.4,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.32 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17555.0,-1.54,SUCCESS (WAIT captured -1.54% price drop)
2025-09-03,supramax,Paradip,17510.0,15377.97,-2132.03,2025.41,-1.05,40.5,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.05 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17629.0,0.68,SUBOPTIMAL (Market moved +0.68%)
2025-09-04,supramax,Paradip,17348.0,15252.16,-2095.84,2025.41,-1.03,40.6,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.03 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17592.0,1.41,SUBOPTIMAL (Market moved +1.41%)
2025-09-05,supramax,Paradip,17524.0,15153.0,-2371.0,2025.41,-1.17,39.6,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.17 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17478.0,-0.26,SUCCESS (WAIT captured -0.26% price drop)
2025-09-08,supramax,Paradip,17698.0,14540.75,-3157.25,2025.41,-1.56,36.7,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.56 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17313.0,-2.18,SUCCESS (WAIT captured -2.18% price drop)
2025-09-09,supramax,Paradip,17789.0,14562.33,-3226.67,2025.41,-1.59,36.4,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.59 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17088.0,-3.94,SUCCESS (WAIT captured -3.94% price drop)
2025-09-10,supramax,Paradip,17855.0,14670.37,-3184.63,2025.41,-1.57,36.6,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.57 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,16914.0,-5.27,SUCCESS (WAIT captured -5.27% price drop)
2025-09-11,supramax,Paradip,17908.0,14648.52,-3259.48,2025.41,-1.61,36.3,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.61 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,16693.0,-6.78,SUCCESS (WAIT captured -6.78% price drop)
2025-09-12,supramax,Paradip,18046.0,14899.58,-3146.42,2025.41,-1.55,36.7,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.55 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,16736.0,-7.26,SUCCESS (WAIT captured -7.26% price drop)
2025-09-15,supramax,Paradip,18124.0,15247.47,-2876.53,2025.41,-1.42,37.7,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.42 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,16718.0,-7.76,SUCCESS (WAIT captured -7.76% price drop)
2025-09-16,supramax,Paradip,18064.0,15328.69,-2735.31,2025.41,-1.35,38.2,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.35 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,16628.0,-7.95,SUCCESS (WAIT captured -7.95% price drop)
2025-09-17,supramax,Paradip,17957.0,15045.25,-2911.75,2025.41,-1.44,37.6,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.44 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,16483.0,-8.21,SUCCESS (WAIT captured -8.21% price drop)
2025-09-18,supramax,Paradip,17955.0,15000.4,-2954.6,2025.41,-1.46,37.4,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.46 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,16573.0,-7.7,SUCCESS (WAIT captured -7.70% price drop)
2025-09-19,supramax,Paradip,17946.0,14832.95,-3113.05,2025.41,-1.54,36.8,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.54 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,16592.0,-7.54,SUCCESS (WAIT captured -7.54% price drop)
2025-09-22,supramax,Paradip,17994.0,14657.06,-3336.94,2025.41,-1.65,36.0,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.65 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,16433.0,-8.68,SUCCESS (WAIT captured -8.68% price drop)
2025-09-23,supramax,Paradip,17979.0,14746.64,-3232.36,2025.41,-1.6,36.4,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.60 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,16616.0,-7.58,SUCCESS (WAIT captured -7.58% price drop)
2025-09-24,supramax,Paradip,18083.0,14938.42,-3144.58,2025.41,-1.55,36.7,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.55 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,16965.0,-6.18,SUCCESS (WAIT captured -6.18% price drop)
2025-09-25,supramax,Paradip,18130.0,15018.43,-3111.57,2025.41,-1.54,36.8,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.54 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17200.0,-5.13,SUCCESS (WAIT captured -5.13% price drop)
2025-09-26,supramax,Paradip,18323.0,15124.63,-3198.37,2025.41,-1.58,36.5,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.58 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17432.0,-4.86,SUCCESS (WAIT captured -4.86% price drop)
2025-09-29,supramax,Paradip,18311.0,14384.79,-3926.21,2025.41,-1.94,33.8,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-1.94 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17560.0,-4.1,SUCCESS (WAIT captured -4.10% price drop)
2025-09-30,supramax,Paradip,18338.0,14261.67,-4076.33,2025.41,-2.01,33.3,"SUPRA, PANA, CAPE",WAIT,SUPRA,Downward forecast trend (-2.01 σ) with Low/Moderate disruption risk. Delay chartering to capitalize on falling spot market rates.,17659.0,-3.7,SUCCESS (WAIT captured -3.70% price drop)
